District_Type;Municipality_Name;Area_Code;Population_Total;Pop_Age_0_15;Pop_Age_15_25;Pop_Age_25_45;Pop_Age_45_65;Pop_Age_65_Plus;Avg_Household_Size;Avg_Property_Value_1000EUR;Pct_Unoccupied_Homes;Pct_Owner_Occupied;Pct_Rental;Higher_Education_Count;Avg_Income_Per_Income_Recipient_1000EUR;Avg_Income_Per_Inhabitant_1000EUR;Avg_Std_Household_Income_1000EUR;Pct_Lowest_40Pct_Income;Pct_Highest_20Pct_Income;Pct_Low_Income_Households;Pct_Below_120Pct_Social_Min;Urbanization_Level
Geuzenbuurt;Amsterdam;WK0363EL;6715;690;830;3295;1295;600;1,6;484.0;6.0;32.0;68.0;3800.0;48,8;42,3;38,8;47;18,5;8,8;15,9;1.0
Pieter van der Doesbuurt;Amsterdam;BU0363EL01;1895;195;245;840;430;185;1,7;462.0;6.0;17.0;82.0;990.0;48,8;42,3;38,8;55,9;13,6;13,5;24,3;1.0
Trompbuurt;Amsterdam;BU0363EL02;3155;380;380;1515;590;285;1,7;531.0;5.0;32.0;68.0;1650.0;50,9;43,4;38,8;45,1;21,7;7,6;14,3;1.0
Geuzenhofbuurt;Amsterdam;BU0363EL03;1665;115;205;940;280;130;1,4;433.0;6.0;46.0;53.0;1120.0;48,8;42,3;38,8;41,3;18,3;6,2;10,2;1.0
Hoofdweg e.o.;Amsterdam;WK0363EM;10280;1055;1235;4690;2245;1060;1,7;431.0;4.0;23.0;77.0;4220.0;42,1;36,4;35,5;53,3;13,7;11,7;21,6;1.0
Orteliusbuurt-Midden;Amsterdam;BU0363EM01;1890;195;195;885;430;180;1,6;436.0;3.0;30.0;70.0;890.0;42,1;36,4;35,5;49,7;15,5;10,6;19;1.0
Balboaplein e.o.;Amsterdam;BU0363EM02;3005;290;430;1380;660;245;1,7;428.0;4.0;22.0;78.0;1160.0;40,6;35;35,5;53;13,3;11,6;20,9;1.0
Orteliusbuurt-Zuid;Amsterdam;BU0363EM03;1890;140;210;915;350;270;1,6;430.0;5.0;27.0;73.0;970.0;42,1;36,4;35,5;50,6;15,3;9,5;19,4;1.0
Columbusplein e.o.;Amsterdam;BU0363EM04;3495;415;400;1510;805;360;1,7;431.0;4.0;16.0;84.0;1180.0;39,4;33,5;35,5;57,1;12,1;13,6;24,9;1.0
Chassébuurt;Amsterdam;WK0363EN;6000;765;795;2400;1420;620;1,8;514.0;5.0;28.0;72.0;2840.0;44,8;37,4;37,4;49;18,5;10,3;20,2;1.0
Filips van Almondekwartier;Amsterdam;BU0363EN01;1095;115;120;540;230;90;1,7;517.0;5.0;36.0;64.0;630.0;44,8;37,4;37,4;49,2;23,2;7,6;16,9;1.0
Kortenaerkwartier;Amsterdam;BU0363EN02;2210;260;350;850;520;230;1,8;543.0;5.0;31.0;69.0;1020.0;44,8;37,4;37,4;46,4;19,9;9,4;18,2;1.0
Van Brakelkwartier;Amsterdam;BU0363EN03;965;145;125;330;250;110;1,9;472.0;3.0;16.0;84.0;370.0;44,8;37,4;37,4;52,3;13,2;12;23,4;1.0
De Wester Quartier;Amsterdam;BU0363EN04;1735;250;200;680;425;185;1,9;497.0;5.0;25.0;75.0;750.0;44,8;37,4;37,4;50,4;16,3;12,4;23,2;1.0
Bellamybuurt;Amsterdam;WK0363EP;6300;640;665;3030;1350;625;1,6;491.0;9.0;24.0;76.0;3320.0;51,1;44,6;39,3;49,6;17,6;9,2;16,8;1.0
Bellamybuurt-Noord;Amsterdam;BU0363EP01;2390;255;255;1085;525;270;1,6;530.0;7.0;24.0;76.0;1000.0;51,1;44,6;39,3;50,2;17,6;10;19,1;1.0
Bellamybuurt-Zuid;Amsterdam;BU0363EP02;3915;385;410;1940;825;355;1,5;469.0;11.0;24.0;75.0;2280.0;52,4;46,2;39,3;49,2;17,6;8,7;15,5;1.0
Da Costabuurt;Amsterdam;WK0363EQ;4805;390;505;2230;1035;645;1,6;559.0;6.0;32.0;68.0;2740.0;54,7;48,5;42,6;45,9;21,1;7,9;14,2;1.0
Da Costabuurt-Noord;Amsterdam;BU0363EQ01;4805;390;500;2230;1040;650;1,6;559.0;6.0;32.0;68.0;2740.0;54,7;48,5;42,6;45,9;21,1;7,9;14,2;1.0
Westindische Buurt;Amsterdam;WK0363ER;6740;775;730;3280;1325;635;1,7;517.0;4.0;32.0;68.0;3800.0;53;45,4;42;42,5;22,1;6,9;13,5;1.0
Postjeskade e.o.;Amsterdam;BU0363ER01;2990;315;320;1430;610;315;1,7;503.0;5.0;26.0;74.0;1580.0;50,5;43,6;42;43,4;20,7;7;14,1;1.0
Paramariboplein e.o.;Amsterdam;BU0363ER02;3745;460;405;1855;715;320;1,7;529.0;4.0;36.0;64.0;2190.0;55,1;46,9;42;41,7;23,2;6,8;12,9;1.0
Van Lennepbuurt;Amsterdam;WK0363ES;6925;580;695;2930;1630;1095;1,5;450.0;5.0;25.0;75.0;3130.0;43,7;38,5;35,7;57,8;12,3;12,2;25,2;1.0
Lootsbuurt;Amsterdam;BU0363ES01;1865;160;165;870;455;210;1,5;436.0;5.0;23.0;77.0;940.0;43,7;38,5;35,7;59,1;12,8;13,8;25,4;1.0
Borgerbuurt;Amsterdam;BU0363ES02;2815;270;265;885;715;690;1,6;442.0;4.0;19.0;81.0;910.0;43,7;31,3;35,7;63,6;9,4;13,1;32,6;1.0
Da Costabuurt-Zuid;Amsterdam;BU0363ES03;2245;150;270;1175;460;195;1,5;472.0;7.0;33.0;66.0;1270.0;43,7;38,5;35,7;50;15,3;9,8;16;1.0
Overtoomse Sluis;Amsterdam;WK0363ET;7920;740;775;3890;1690;825;1,6;559.0;6.0;34.0;66.0;4760.0;60,4;52,6;45,9;42,9;23,6;8,1;13,6;1.0
Cremerbuurt-West;Amsterdam;BU0363ET01;5700;530;535;2910;1205;510;1,6;527.0;6.0;32.0;68.0;3420.0;58;50,7;43,7;42,9;22,5;8,6;14,1;1.0
Vondelparkbuurt-West;Amsterdam;BU0363ET02;2220;210;235;980;480;315;1,6;650.0;7.0;40.0;60.0;1330.0;60,4;52,6;45,9;43;26,5;6,8;12,5;1.0
Helmersbuurt;Amsterdam;WK0363EU;7510;735;850;3230;1735;965;1,6;628.0;8.0;33.0;67.0;4490.0;60,6;52,6;47,1;44,6;23,4;8,7;15,1;1.0
Cremerbuurt-Oost;Amsterdam;BU0363EU01;2290;210;245;1110;540;185;1,6;571.0;7.0;37.0;62.0;1450.0;60,6;52,6;47,1;41,8;24,3;8,5;12,8;1.0
WG-terrein;Amsterdam;BU0363EU02;2585;245;225;915;670;525;1,5;606.0;10.0;25.0;75.0;1400.0;60,6;46,5;47,1;53,5;19;11,8;22,3;1.0
Helmersbuurt-Oost;Amsterdam;BU0363EU03;2640;285;375;1200;525;255;1,7;708.0;7.0;38.0;61.0;1670.0;60,6;52,6;47,1;37,4;27,5;5,1;8,7;1.0
Vondelparkbuurt;Amsterdam;WK0363EV;1870;175;250;615;470;360;1,7;1082.0;14.0;44.0;56.0;1070.0;;;;43,7;27,1;11,2;15,6;1.0
Vondelparkbuurt-Midden;Amsterdam;BU0363EV01;930;100;125;265;235;210;1,7;926.0;10.0;37.0;63.0;;;;;46,2;25,7;8,3;16;1.0
Vondelparkbuurt-Oost;Amsterdam;BU0363EV02;935;75;130;350;240;150;1,6;1213.0;18.0;49.0;50.0;560.0;;;;41,6;28,3;13,7;15,3;1.0
Sloterdijk Nieuw-West;Amsterdam;WK0363FA;1330;85;360;710;150;20;1,3;298.0;25.0;11.0;89.0;;;;;80,2;3,2;18;22;2.0
Sloterdijk De Heining;Amsterdam;BU0363FA01;25;5;0;5;5;5;2,6;;;;;;;;;80,2;3,2;18;22;5.0
Sloterdijk Poort-Noord;Amsterdam;BU0363FA02;15;0;0;5;10;0;1;;;;;;;;;80,2;3,2;18;22;5.0
Sloterdijk Poort-Zuid;Amsterdam;BU0363FA03;115;0;65;30;15;5;1,2;575.0;38.0;3.0;97.0;;;;;80,2;3,2;18;22;5.0
Sloterdijk Rhônepark;Amsterdam;BU0363FA04;0;0;5;0;5;0;1,5;;;;;;;;;80,2;3,2;18;22;3.0
Sloterdijk Donauhoek;Amsterdam;BU0363FA05;15;0;0;5;0;0;1,3;;;;;;;;;80,2;3,2;18;22;4.0
Bretten-West;Amsterdam;BU0363FA06;0;0;0;0;0;0;;;;;;;;;;80,2;3,2;18;22;5.0
Bretten-Oost;Amsterdam;BU0363FA07;0;0;0;0;0;0;;;;;;;;;;80,2;3,2;18;22;2.0
Sloterdijk Stationskwartier;Amsterdam;BU0363FA08;1155;75;290;665;110;15;1,3;290.0;24.0;11.0;89.0;;;;;79,3;3,4;14,4;18,2;1.0
Geuzenveld;Amsterdam;WK0363FB;19180;3990;2645;5950;4260;2330;2,3;393.0;3.0;28.0;72.0;2860.0;32,1;23,7;30,7;49,9;13,4;11,8;23,4;1.0
Osdorper Binnenpolder;Amsterdam;BU0363FB01;25;0;5;5;10;10;1,6;;;;;;32,1;23,7;30,7;49,9;13,4;11,8;23,4;4.0
De Eendracht;Amsterdam;BU0363FB02;2445;465;250;640;605;480;2,4;476.0;1.0;52.0;48.0;500.0;32,1;23,7;30,7;37,8;20,3;4,9;9,6;2.0
Ruys de Beerenbrouckbuurt;Amsterdam;BU0363FB03;6130;1325;835;1875;1370;725;2,4;389.0;3.0;20.0;80.0;830.0;30,8;22,3;30,7;54;12,4;12,7;26,2;1.0
Eendrachtspark;Amsterdam;BU0363FB04;300;35;35;120;85;20;1,7;324.0;4.0;50.0;50.0;;32,1;23,7;30,7;58,1;8,1;26,3;35;2.0
Van Tijenbuurt;Amsterdam;BU0363FB05;2955;655;490;855;595;360;2,5;465.0;3.0;46.0;54.0;430.0;32,1;24,3;30,7;44,7;19,6;8;16,6;1.0
Dudokbuurt;Amsterdam;BU0363FB06;2735;630;375;930;590;220;2,3;338.0;4.0;24.0;76.0;390.0;32,1;21,7;30,7;55,2;9,9;14,2;30,9;1.0
Bakemabuurt;Amsterdam;BU0363FB07;3105;595;490;1130;620;265;2,3;371.0;2.0;22.0;78.0;510.0;32,1;24;30,7;45,2;10,8;14,2;24,2;1.0
Wegener Sleeswijkbuurt;Amsterdam;BU0363FB08;1485;285;180;385;380;250;2,2;322.0;2.0;7.0;93.0;140.0;32,1;23,7;30,7;57,8;8,9;13,6;27,6;1.0
Slotermeer-West;Amsterdam;WK0363FC;10790;1910;1650;3500;2490;1245;2,1;323.0;6.0;19.0;81.0;1660.0;29,6;22,8;28,1;60;9,3;15,1;27,5;1.0
Jan de Louterbuurt;Amsterdam;BU0363FC01;3385;515;460;1155;815;450;1,9;357.0;9.0;35.0;65.0;700.0;32,2;25,4;28,1;58,1;10;13,1;22;1.0
Lodewijk van Deysselbuurt;Amsterdam;BU0363FC02;3420;620;525;1100;820;360;2,3;290.0;3.0;7.0;93.0;380.0;26,5;19,9;28,1;61,2;7,9;17,7;31,5;1.0
Confuciusbuurt;Amsterdam;BU0363FC03;3985;780;670;1245;860;435;2,1;321.0;5.0;14.0;86.0;610.0;30;22,9;28,1;61;9,6;14,7;29,3;1.0
Slotermeer-Noordoost;Amsterdam;WK0363FD;9260;1775;1260;2970;2255;1000;2,1;344.0;6.0;26.0;74.0;1780.0;31,9;24,3;29,7;56,6;10,5;14,9;26,2;1.0
Arondeusbuurt;Amsterdam;BU0363FD01;2740;630;405;815;615;275;2,2;354.0;9.0;19.0;81.0;380.0;31,9;21;29,7;59,7;10;16,1;29,8;1.0
Coronelbuurt;Amsterdam;BU0363FD02;1540;245;250;530;380;135;1,9;408.0;5.0;65.0;35.0;490.0;31,9;24,3;29,7;41,3;20,4;6,1;7,1;1.0
Meerwaldtbuurt;Amsterdam;BU0363FD03;1945;325;225;580;520;295;2;319.0;4.0;7.0;93.0;260.0;31,9;24,3;29,7;67,3;7,7;19,6;36,5;1.0
Dobbebuurt;Amsterdam;BU0363FD04;3035;575;380;1045;745;295;2,1;323.0;5.0;24.0;76.0;670.0;31,9;24,2;29,7;54,3;7,6;15,1;25,8;1.0
Slotermeer-Zuidoost;Amsterdam;WK0363FE;6785;1050;930;2475;1500;830;1,8;341.0;4.0;24.0;76.0;1890.0;34,7;27,9;30,5;61,4;10,4;13,5;26,4;1.0
Dichtersbuurt;Amsterdam;BU0363FE01;1070;140;100;380;255;200;1,7;257.0;2.0;11.0;89.0;;34,7;27,9;30,5;74,4;4,9;19,1;37,7;1.0
Louis Couperusbuurt;Amsterdam;BU0363FE02;2320;395;330;895;470;235;1,8;278.0;4.0;10.0;90.0;590.0;34,7;27,9;30,5;71;4,3;16,1;32,3;1.0
Noordoever Sloterplas;Amsterdam;BU0363FE03;3395;520;500;1200;775;395;1,9;422.0;5.0;40.0;60.0;1150.0;39,9;32,3;30,5;49,8;16,8;9,4;17,9;1.0
Sloterpark;Amsterdam;BU0363FE04;0;0;0;0;0;0;;;;;;;34,7;27,9;30,5;61,4;10,4;13,5;26,4;1.0
Lutkemeer/Ookmeer;Amsterdam;WK0363FF;1255;145;155;435;325;190;2,1;787.0;10.0;70.0;30.0;260.0;;;;43,9;25,1;9,5;17,4;3.0
Osdorper Bovenpolder;Amsterdam;BU0363FF01;745;95;85;165;225;170;2,1;767.0;10.0;70.0;30.0;160.0;;;;42,7;26,2;7,9;17,2;3.0
Ookmeer;Amsterdam;BU0363FF02;440;45;55;255;70;10;3;;;;;;;;;43,9;25,1;9,5;17,4;1.0
Bedrijvenpark Lutkemeer;Amsterdam;BU0363FF03;70;5;15;15;30;5;1,8;1049.0;9.0;74.0;26.0;;;;;43,9;25,1;9,5;17,4;3.0
De Aker;Amsterdam;WK0363FG;14385;2490;2075;3635;4110;2075;2,4;523.0;3.0;54.0;46.0;3670.0;42,8;33,8;39,9;35,8;28,2;6,3;12,1;1.0
Middelveldsche Akerpolder;Amsterdam;BU0363FG01;4045;880;440;1135;880;705;2,3;457.0;2.0;23.0;77.0;730.0;37,7;28,2;39,9;43,2;16,9;7,8;14,3;1.0
De Aker-West;Amsterdam;BU0363FG02;4500;705;630;1135;1390;655;2,3;520.0;2.0;64.0;36.0;1430.0;43,3;34,9;39,9;35,2;30,1;6,7;12,6;1.0
De Aker-Oost;Amsterdam;BU0363FG03;5835;900;1010;1365;1840;720;2,5;574.0;4.0;67.0;33.0;1560.0;45,7;36,7;39,9;31;34,9;4,9;10;1.0
De Punt;Amsterdam;WK0363FH;6310;1085;985;2015;1385;835;2,1;321.0;6.0;34.0;66.0;1160.0;31,9;25,2;30,2;54,3;10,8;10,2;20,9;1.0
Bedrijvencentrum Osdorp;Amsterdam;BU0363FH01;125;5;0;45;65;20;1,4;;14.0;2.0;98.0;;31,9;25,2;30,2;54,3;10,8;10,2;20,9;1.0
Dijkgraafpleinbuurt;Amsterdam;BU0363FH02;6185;1085;980;1975;1320;820;2,1;323.0;6.0;34.0;66.0;1160.0;31,9;25,1;30,2;54,4;10,8;10,2;20,9;1.0
Osdorp-Midden;Amsterdam;WK0363FJ;15475;2755;2295;5035;3480;1905;2,1;374.0;4.0;26.0;73.0;2870.0;34,6;26,4;31,4;52,9;13,4;12,1;23,7;1.0
Reimerswaal;Amsterdam;BU0363FJ01;2755;495;360;725;625;555;2,2;328.0;5.0;8.0;92.0;260.0;34,6;21;31,4;62,9;7,7;16,4;34,3;1.0
Botteskerkbuurt;Amsterdam;BU0363FJ02;3395;715;490;1060;745;380;2,2;339.0;3.0;20.0;80.0;460.0;34,6;24,1;31,4;56,5;11,6;14,2;27,3;1.0
Zuidwestkwadrant-Noord;Amsterdam;BU0363FJ03;3130;540;475;1030;630;450;2,1;378.0;5.0;23.0;77.0;790.0;34,6;24,7;31,4;56,2;12;11,9;26;1.0
Zuidwestkwadrant-Zuid;Amsterdam;BU0363FJ04;6200;1005;975;2215;1480;520;2;414.0;3.0;41.0;59.0;1720.0;39,4;30,9;34,6;45,1;17,5;9,2;16;1.0
Osdorp-Oost;Amsterdam;WK0363FK;18325;2835;2585;5990;3825;3090;1,9;355.0;4.0;25.0;75.0;4530.0;34,6;27,8;31,1;57,3;10,5;11;23,5;1.0
Wildeman;Amsterdam;BU0363FK01;4910;875;610;1375;1145;905;1,9;277.0;4.0;10.0;90.0;660.0;26,9;20,8;31,1;69,2;5;16,7;36,2;1.0
Meer en Oever;Amsterdam;BU0363FK02;3220;435;350;1080;745;605;1,9;440.0;4.0;45.0;55.0;1180.0;42,8;34,8;31,1;40,6;16,4;7,1;14,8;1.0
Osdorpplein e.o.;Amsterdam;BU0363FK03;4780;790;725;2010;785;470;1,9;356.0;4.0;21.0;79.0;1170.0;37,5;29,8;31,1;50;11,1;7,7;15,9;1.0
Calandlaan/Lelylaan;Amsterdam;BU0363FK04;1250;185;110;330;370;250;1,8;352.0;2.0;25.0;75.0;200.0;34,6;27,8;31,1;61,8;9,8;15,6;27,3;1.0
Osdorp-Zuidoost;Amsterdam;BU0363FK05;4165;545;785;1200;780;855;1,7;386.0;3.0;34.0;66.0;1250.0;33,9;28,5;31,1;61,8;11,7;9;21,6;1.0
Slotervaart-Noord;Amsterdam;WK0363FL;7795;1375;1025;2130;1945;1325;2,1;428.0;6.0;33.0;67.0;2120.0;37,2;28,8;33,4;51,8;16;10,3;20,9;1.0
Oostoever Sloterplas;Amsterdam;BU0363FL01;2430;295;300;500;715;625;2;543.0;2.0;63.0;36.0;830.0;37,2;28,8;33,4;39,3;27,3;4,8;15,1;1.0
Emanuel van Meterenbuurt;Amsterdam;BU0363FL02;2335;455;285;630;545;415;2,1;440.0;4.0;37.0;63.0;820.0;37,2;28,8;33,4;51,4;17,3;11,3;19,4;1.0
Jacob Geelbuurt;Amsterdam;BU0363FL03;3025;625;440;995;685;285;2,1;331.0;11.0;6.0;94.0;400.0;37,2;20,9;33,4;62,7;5,6;14,3;27,1;1.0
Overtoomse Veld;Amsterdam;WK0363FM;14685;2155;2805;6140;2440;1140;1,8;403.0;8.0;19.0;81.0;5070.0;39,5;31,6;33,3;50,7;15,2;9,7;17,1;1.0
Lucas/Andreasziekenhuis e.o.;Amsterdam;BU0363FM01;1245;15;700;510;25;0;1,1;351.0;0.0;0.0;100.0;;39,5;31,6;33,3;57,9;6,9;5;3,4;1.0
Overtoomse Veld-Noord;Amsterdam;BU0363FM02;5840;1075;815;2145;1235;570;2,3;426.0;4.0;23.0;77.0;1580.0;37,4;28,4;33,3;44,5;19,9;12;23,6;1.0
Rembrandtpark-Noord;Amsterdam;BU0363FM03;1015;65;400;380;100;70;1,3;510.0;5.0;0.0;100.0;;39,5;31,6;33,3;66,9;8,6;5,9;7,8;1.0
Overtoomse Veld-Zuid;Amsterdam;BU0363FM04;4650;655;645;2275;710;365;1,8;370.0;9.0;16.0;84.0;1780.0;40,9;33,4;33,3;51;13,4;5,9;12,5;1.0
Rembrandtpark-Zuid;Amsterdam;BU0363FM05;875;95;65;520;125;65;1,7;515.0;6.0;56.0;44.0;;39,5;31,6;33,3;34,6;24,9;4,2;5,8;1.0
Johan Jongkindbuurt;Amsterdam;BU0363FM06;1060;255;170;310;260;65;2,2;284.0;34.0;0.0;100.0;;39,5;31,6;33,3;71,7;6,1;31;38,2;1.0
Slotervaart-Zuid;Amsterdam;WK0363FN;11270;1725;2010;3865;2080;1590;1,9;392.0;5.0;19.0;81.0;3210.0;35,3;28,1;30,6;58;11;9,9;21;1.0
Louis Crispijnbuurt;Amsterdam;BU0363FN01;3310;490;545;890;660;720;1,9;390.0;11.0;20.0;79.0;870.0;32;25,8;30,6;60;9,2;9,3;20,5;1.0
Jacques Veltmanbuurt;Amsterdam;BU0363FN02;3750;505;625;1550;655;415;1,8;350.0;4.0;20.0;80.0;1290.0;39,6;32,1;30,6;54,3;12;7,8;17,1;1.0
Medisch Centrum Slotervaart;Amsterdam;BU0363FN03;870;40;395;310;60;65;1,1;349.0;5.0;0.0;100.0;;35,3;28,1;30,6;93,1;0,7;20,8;31,2;1.0
Staalmanbuurt;Amsterdam;BU0363FN04;3340;690;445;1110;705;390;2,3;468.0;2.0;20.0;80.0;760.0;35,3;28,1;30,6;46,6;16,1;11,2;24,4;1.0
Westlandgracht;Amsterdam;WK0363FP;13250;1215;2920;6470;1800;840;1,5;352.0;5.0;14.0;86.0;6690.0;45,1;38,9;34;57,8;13,1;9,8;15,9;1.0
Schipluidenbuurt;Amsterdam;BU0363FP01;1625;65;450;1020;75;20;1,2;288.0;4.0;6.0;94.0;;45,1;38,9;34;67,6;6,7;13;14,6;1.0
Koningin Wilhelminaplein;Amsterdam;BU0363FP02;3065;260;360;1900;365;180;1,6;457.0;4.0;22.0;78.0;1880.0;61;52,7;34;30,4;22,6;3,4;3,6;1.0
Andreasterrein;Amsterdam;BU0363FP03;1270;215;160;400;335;155;2,2;790.0;3.0;46.0;54.0;630.0;45,1;38,9;34;30,2;38,1;7,1;13,8;1.0
Delflandpleinbuurt-West;Amsterdam;BU0363FP04;4775;470;1095;2230;640;335;1,5;306.0;4.0;11.0;89.0;2160.0;36,8;32;29,6;66,6;8,4;10,1;18,9;1.0
Delflandpleinbuurt-Oost;Amsterdam;BU0363FP05;2110;200;660;710;390;145;1,4;292.0;6.0;10.0;90.0;660.0;45,1;38,9;34;70,7;8,9;13,7;27,2;1.0
Riekerhaven;Amsterdam;BU0363FP06;410;5;200;210;0;0;1,1;;24.0;0.0;100.0;;45,1;38,9;34;93,1;0;33,5;44,6;2.0
Sloten/Nieuw-Sloten;Amsterdam;WK0363FQ;14630;2125;1595;4045;4150;2715;2,1;534.0;2.0;49.0;50.0;5380.0;46,4;37,8;41,8;32;28;5;8,8;1.0
Dorp Sloten;Amsterdam;BU0363FQ01;705;80;75;165;225;155;2;576.0;7.0;73.0;27.0;240.0;46,4;37,8;41,8;31,5;30,6;6;8,5;2.0
Nieuw-Sloten-Noordwest;Amsterdam;BU0363FQ02;3035;470;365;755;880;570;2,3;522.0;2.0;51.0;49.0;910.0;46,4;34,4;41,8;32,6;28,7;6,2;12,1;1.0
Nieuw-Sloten-Noordoost;Amsterdam;BU0363FQ03;3220;485;345;815;850;725;2,2;525.0;2.0;35.0;65.0;1070.0;42,1;34,2;41,8;36,2;23,3;4,8;9;1.0
Nieuw-Sloten-Zuidwest;Amsterdam;BU0363FQ04;2195;310;270;480;810;330;2,4;582.0;1.0;94.0;6.0;870.0;46,4;37,8;41,8;13,9;44,9;1,9;2,2;1.0
Belgiëplein e.o.;Amsterdam;BU0363FQ05;1155;95;125;300;270;365;1,7;405.0;3.0;42.0;57.0;510.0;46,4;37,8;41,8;51,6;14,5;7,9;19,1;2.0
Nieuw-Sloten-Zuidoost;Amsterdam;BU0363FQ06;2170;420;240;680;580;250;2,3;501.0;2.0;20.0;80.0;700.0;46,4;37,8;41,8;32,4;25,1;4,7;6,3;2.0
Sloterweg e.o.;Amsterdam;BU0363FQ07;315;65;35;75;85;60;2,5;1232.0;16.0;79.0;21.0;;46,4;37,8;41,8;21,6;45,6;8,2;8,2;3.0
Park Haagseweg;Amsterdam;BU0363FQ08;985;135;80;210;325;230;2,2;622.0;1.0;92.0;8.0;440.0;46,4;37,8;41,8;14,3;44,4;2;2,5;2.0
Riekerpolder;Amsterdam;BU0363FQ09;695;45;50;540;50;10;1,5;432.0;3.0;1.0;99.0;;46,4;37,8;41,8;35;14,7;1,7;2,2;3.0
Nieuwe Meer;Amsterdam;BU0363FQ10;155;20;20;30;70;20;1,7;;;;;;46,4;37,8;41,8;32;28;5;8,8;5.0
Hoofddorppleinbuurt;Amsterdam;WK0363KA;11875;1280;1325;5510;2530;1230;1,7;534.0;6.0;38.0;61.0;6550.0;56,9;49;45;41,3;24,4;7,1;12,3;1.0
Westlandgrachtbuurt;Amsterdam;BU0363KA01;3650;430;365;1700;775;380;1,7;519.0;5.0;35.0;65.0;1910.0;57,1;48,8;45;39,6;25,1;6,2;12;1.0
Surinamepleinbuurt;Amsterdam;BU0363KA02;1550;190;155;685;325;195;1,7;598.0;8.0;40.0;60.0;830.0;56,9;49;45;47,4;24,3;9,3;13,8;1.0
Legmeerpleinbuurt;Amsterdam;BU0363KA03;1675;195;180;710;390;200;1,7;572.0;6.0;33.0;66.0;760.0;56,9;49;45;40,8;24,1;6,7;12,4;1.0
Aalsmeerwegbuurt-West;Amsterdam;BU0363KA04;2540;260;255;1330;495;200;1,7;492.0;5.0;45.0;55.0;1550.0;56,9;49;45;38,3;24,5;6,8;11,2;1.0
Aalsmeerwegbuurt-Oost;Amsterdam;BU0363KA05;2175;210;220;1010;505;230;1,6;534.0;5.0;39.0;60.0;1360.0;56,9;49;45;40,8;24;7,4;13,2;1.0
Bedrijventerrein Schinkel;Amsterdam;BU0363KA06;285;0;145;75;50;15;1,2;;;;;;56,9;49;45;70,2;17,4;7,1;12,3;1.0
Schinkelbuurt;Amsterdam;WK0363KB;3865;310;440;1820;830;465;1,5;516.0;8.0;26.0;73.0;2090.0;53,3;47,3;;49,8;17,2;8,7;16,1;1.0
Schinkelbuurt-Noord;Amsterdam;BU0363KB01;2475;205;275;1225;540;235;1,6;528.0;6.0;33.0;67.0;1400.0;53,3;47,3;;45,5;20,2;7,4;12,9;1.0
Schinkelbuurt-Zuid;Amsterdam;BU0363KB02;1395;105;165;595;295;230;1,5;498.0;12.0;17.0;83.0;;53,3;47,3;;56,8;12,4;10,8;21,2;1.0
Willemspark;Amsterdam;WK0363KC;5565;920;650;1675;1525;795;2;1155.0;11.0;49.0;51.0;2580.0;102,6;78,5;110,1;28,6;43,7;5,8;8,8;1.0
Vondelpark-West;Amsterdam;BU0363KC01;0;0;0;0;0;0;;;;;;;102,6;78,5;110,1;28,6;43,7;5,8;8,8;1.0
Willemsparkbuurt-Noord;Amsterdam;BU0363KC02;1540;205;220;470;440;205;1,9;1324.0;15.0;47.0;53.0;930.0;102,6;78,5;110,1;31,7;44,1;6,7;8,5;1.0
Valeriusbuurt-West;Amsterdam;BU0363KC03;2610;455;255;860;650;385;2;956.0;8.0;46.0;54.0;1370.0;102,6;67,8;110,1;29,9;39,2;5,4;9,8;1.0
Valeriusbuurt-Oost;Amsterdam;BU0363KC04;1415;260;170;345;435;205;2,2;1340.0;13.0;56.0;44.0;460.0;102,6;78,5;110,1;22;52,2;5,3;7,2;1.0
Museumkwartier;Amsterdam;WK0363KD;12735;1640;1395;3915;3240;2550;1,8;1134.0;12.0;41.0;59.0;7100.0;97,1;78,5;88,5;33;35,5;6,1;8,9;1.0
Vondelpark-Oost;Amsterdam;BU0363KD01;0;0;0;0;0;5;1;;;;;;97,1;78,5;88,5;33;35,5;6,1;8,9;1.0
Cornelis Schuytbuurt;Amsterdam;BU0363KD02;2980;495;355;860;830;440;2;1449.0;15.0;55.0;45.0;1610.0;97,1;86,2;88,5;25,9;46,5;6,4;7,4;1.0
Concertgebouwbuurt;Amsterdam;BU0363KD03;1875;275;220;555;530;295;1,9;1344.0;17.0;54.0;45.0;1040.0;97,1;78,5;88,5;30,5;40;6,5;9,1;1.0
P.C. Hooftbuurt;Amsterdam;BU0363KD04;815;85;90;295;215;135;1,7;1189.0;24.0;34.0;66.0;430.0;97,1;78,5;88,5;31,9;39,6;6,3;8,5;1.0
Museumplein;Amsterdam;BU0363KD05;10;0;0;0;0;0;1,6;;;;;;97,1;78,5;88,5;33;35,5;6,1;8,9;1.0
Banpleinbuurt;Amsterdam;BU0363KD06;765;90;110;135;220;215;2;1748.0;9.0;56.0;44.0;;97,1;78,5;88,5;28,1;46,8;5,8;7;1.0
Hondecoeterbuurt;Amsterdam;BU0363KD07;2040;290;220;680;475;385;1,9;1044.0;11.0;39.0;61.0;1220.0;97,1;78,5;88,5;32,7;35,5;4,9;8,4;1.0
Johannes Vermeerbuurt;Amsterdam;BU0363KD08;1510;190;160;480;400;270;1,9;1221.0;12.0;48.0;52.0;830.0;97,1;78,5;88,5;28,5;39,3;5,7;8,6;1.0
