BUURTCODE_2015,BUURTCODE_CBS_2015,BUURTNAAM_2015,BUURTCODE_2022,BUURTCODE_CBS_2022,BUURTNAAM_2022,WIJKCODE_2022,WIJKNAAM_2022,STADSDEELCODE,STADSDEELNAAM,latitude,longitude,geometrie
K47d,BU03634703,Cornelis Schuytbuurt,KD02,BU0363KD02,Cornelis Schuytbuurt,KD,Museumkwartier,K,Zuid,52.35561246708444,4.87180806258479,"SRID=28992;POLYGON ((120189.56 485333.9, 119777.754 485158.481, 119758.734 485146.032, 119748.583 485156.713, 119698.118 485266.191, 119689.647 485288.833, 119639.065 485395.362, 119626.547 485389.634, 119603.881 485454.739, 119600.368 485461.924, 119594.419 485468.976, 119587.839 485473.651, 119580.88 485474.609, 119573.985 485473.27, 119569.699 485482.958, 119573.821 485501.018, 119594.623 485509.121, 119598.346 485513.633, 119599.315 485519.371, 119610.95 485523.454, 119612.242 485521.028, 119614.593 485519.027, 119619.73 485518.199, 119642.816 485526.665, 119655.66 485532.344, 119679.647 485547.455, 119700.639 485562.395, 119719.175 485572.733, 119748.315 485584.799, 119767.423 485590.837, 119763.324 485597.997, 119783.071 485609.22, 119789.008 485599.293, 119806.196 485606.804, 119833.218 485622.75, 119850.813 485631.478, 119863.207 485634.761, 119873.066 485635.388, 119876.638 485634.868, 119882.175 485644.48, 119882.334 485647.168, 119881.338 485650.91, 119902.708 485660.079, 119907.224 485655.539, 119917.701 485652.394, 119925.589 485661.356, 119938.701 485669.783, 119952.743 485675.181, 119979.374 485681.85, 119992.941 485686.816, 120017.826 485700.659, 120030.439 485706.189, 120189.56 485333.9))"
K47e,BU03634704,Banpleinbuurt,KD06,BU0363KD06,Banpleinbuurt,KD,Museumkwartier,K,Zuid,52.35301573840378,4.87445923039376,"SRID=28992;POLYGON ((120302.28 485066.086, 120271.717 484962.66, 120003.395 485042.691, 119966.172 485047.355, 119892.85 485048.262, 119820.289 485037.747, 119800.213 485032.682, 119789.879 485084.816, 119767.567 485136.738, 119758.734 485146.032, 119777.754 485158.481, 120189.56 485333.9, 120302.28 485066.086))"
K47f,BU03634705,Hondecoeterbuurt,KD07,BU0363KD07,Hondecoeterbuurt,KD,Museumkwartier,K,Zuid,52.35362735381491,4.879286911386943,"SRID=28992;POLYGON ((120472.336 485411.331, 120561.447 485207.469, 120589.962 485140.136, 120597.943 485128.933, 120602.843 485124.09, 120611.15 485117.956, 120599.781 485104.517, 120589.069 485095.364, 120397.347 484965.527, 120390.046 484958.161, 120384.27 484949.547, 120381.373 484943.263, 120377.752 484930.964, 120271.717 484962.66, 120302.28 485066.086, 120189.56 485333.9, 120324.534 485391.801, 120332.235 485396.641, 120339.509 485402.839, 120379.294 485445.179, 120389.887 485454.686, 120401.087 485461.608, 120445.611 485480.58, 120472.336 485411.331))"
K47g,BU03634706,Harmoniehofbuurt,KD10,BU0363KD10,Harmoniehofbuurt,KD,Museumkwartier,K,Zuid,52.35115694040144,4.883726454404807,"SRID=28992;POLYGON ((120886.56 484867.568, 120868.184 484624.849, 120766.86 484746.051, 120692.661 484836.657, 120377.752 484930.964, 120381.373 484943.263, 120384.27 484949.547, 120390.046 484958.161, 120397.347 484965.527, 120589.069 485095.364, 120599.781 485104.517, 120611.15 485117.956, 120672.413 485081.927, 120699.032 485070.438, 120719.76 485063.852, 120733.859 485060.456, 120756.536 485056.834, 120856.955 485044.953, 120884.955 485043.383, 120886.56 484867.568))"
K47h,BU03634707,Museumplein,KD05,BU0363KD05,Museumplein,KD,Museumkwartier,K,Zuid,52.35856568048799,4.882931409911912,"SRID=28992;POLYGON ((120775.27 485794.748, 120745.846 485668.203, 120712.762 485677.993, 120686.768 485688.806, 120627.214 485566.878, 120539.747 485475.208, 120487.705 485490.696, 120480.786 485491.797, 120474.949 485491.581, 120469.24 485490.34, 120445.611 485480.58, 120434.45 485511.109, 120350.164 485705.437, 120677.532 485845.547, 120680.656 485847.502, 120685.963 485852.594, 120689.693 485858.932, 120691.568 485866.043, 120691.448 485873.397, 120672.194 485924.856, 120669.124 485941.009, 120740.821 485971.427, 120755.367 485979.723, 120766.461 485988.967, 120816.983 486045.314, 120878.919 485994.051, 120952.665 485932.665, 120923.471 485898.605, 120911.705 485862.726, 120906.182 485766.041, 120775.27 485794.748))"
K47i,BU03634708,Vondelpark Oost,KD01,BU0363KD01,Vondelpark-Oost,KD,Museumkwartier,K,Zuid,52.35907613677511,4.871904455536393,"SRID=28992;POLYGON ((120242.128 485919.023, 120222.492 485904.352, 120207.855 485895.314, 120162.503 485874.376, 120174.528 485845.649, 120125.118 485824.95, 120124.445 485826.546, 120113.347 485821.746, 120127.01 485790.284, 120130.318 485787.67, 120129.449 485787.354, 120133.775 485776.779, 120107.607 485765.684, 120117.58 485742.66, 120030.439 485706.189, 120017.826 485700.659, 119992.941 485686.816, 119979.374 485681.85, 119952.743 485675.181, 119938.701 485669.783, 119925.589 485661.356, 119917.701 485652.394, 119907.224 485655.539, 119902.708 485660.079, 119881.338 485650.91, 119882.334 485647.168, 119882.175 485644.48, 119876.638 485634.868, 119873.066 485635.388, 119863.207 485634.761, 119850.813 485631.478, 119833.218 485622.75, 119806.196 485606.804, 119789.008 485599.293, 119783.071 485609.22, 119763.324 485597.997, 119767.423 485590.837, 119748.315 485584.799, 119719.175 485572.733, 119700.639 485562.395, 119679.647 485547.455, 119655.66 485532.344, 119642.816 485526.665, 119619.73 485518.199, 119614.593 485519.027, 119612.242 485521.028, 119610.95 485523.454, 119599.315 485519.371, 119598.346 485513.633, 119594.623 485509.121, 119573.821 485501.018, 119569.699 485482.958, 119463.208 485789.72, 119480.939 485786.069, 119488.428 485798.642, 119488.628 485819.143, 119554.959 485844.526, 119641.77 485876.301, 119675.526 485890.05, 119765.23 485928.88, 119772.068 485913.214, 119853.134 485946.125, 119856.851 485936.952, 119868.72 485941.93, 119855.343 485974.697, 119863.129 485977.759, 119873.219 485953.981, 119893.976 485953.278, 119898.783 485954.312, 119916.848 485959.545, 119935.573 485966.879, 119973.965 485985.541, 119992.698 485997.054, 120008.345 485995.56, 120014.301 485997.05, 120022.507 486000.585, 120026.714 486003.137, 120029.442 486008.352, 120031.468 486021.883, 120036.873 486024.152, 120042.545 486026.534, 120046.424 486022.425, 120051.968 486020.424, 120058.449 486016.661, 120068.125 486016.188, 120082.434 486014.195, 120111.22 485999.963, 120125.783 485988.532, 120130.638 485987.49, 120135.853 485988.173, 120141.055 485991.063, 120145.378 485995.907, 120150.151 486003.534, 120165.434 485997.916, 120168.346 485991.961, 120189.858 486001.863, 120194.94 485994.24, 120211.128 486000.922, 120215.823 485989.621, 120215.105 485987.687, 120217.582 485981.553, 120219.438 485980.617, 120220.278 485976.526, 120242.085 485985.167, 120240.773 485988.431, 120247.81 485991.21, 120246.789 485993.829, 120244.313 485993.562, 120243.229 485996.31, 120239.665 485997.874, 120237.789 485997.139, 120228.416 486019.59, 120259.082 486033.452, 120269.91 486007.6, 120271.934 486008.468, 120276.297 485998.392, 120353.736 486032.592, 120491.466 486091.57, 120593.748 486138.06, 120604.662 486131.098, 120614.002 486126.864, 120608.665 486085.123, 120613.659 486073.633, 120483.57 486018.458, 120475.585 486012.49, 120307.777 485942.09, 120255.353 485922.895, 120242.128 485919.023))"
K48a,BU03634800,Bertelmanpleinbuurt,KH01,BU0363KH01,Bertelmanpleinbuurt,KH,Stadionbuurt,K,Zuid,52.349192715337,4.859155164282259,"SRID=28992;POLYGON ((119153.983 484762.657, 119086.28 484667.198, 118998.849 484543.924, 118911.241 484521.385, 118908.908 484580.257, 118905.331 484780.17, 118902.287 484789.857, 119141.843 484892.17, 119186.341 484776.321, 119153.983 484762.657))"
K48b,BU03634801,Marathonbuurt Oost,KH04,BU0363KH04,Marathonbuurt-Oost,KH,Stadionbuurt,K,Zuid,52.34856413800497,4.864708074493689,"SRID=28992;POLYGON ((119632.526 484420.629, 119606.834 484419.254, 119558.868 484409.043, 119462.157 484388.415, 119455.788 484417.301, 119452.932 484422.905, 119448.707 484427.566, 119086.28 484667.198, 119153.983 484762.657, 119186.341 484776.321, 119440.55 484881.933, 119453.347 484851.811, 119461.587 484854.78, 119470.128 484856.723, 119526.318 484863.382, 119537.291 484863.983, 119540.765 484847.808, 119581.858 484656.505, 119632.526 484420.629))"
K48c,BU03634802,Marathonbuurt West,KH03,BU0363KH03,Marathonbuurt-West,KH,Stadionbuurt,K,Zuid,52.346774333838766,4.860866158718585,"SRID=28992;POLYGON ((119448.707 484427.566, 119452.932 484422.905, 119455.788 484417.301, 119462.157 484388.415, 118941.624 484277.456, 118917.584 484272.331, 118916.999 484325.182, 118911.521 484470.669, 118911.241 484521.385, 118998.849 484543.924, 119086.28 484667.198, 119448.707 484427.566))"
K48d,BU03634803,Olympisch Stadion e.o.,KH02,BU0363KH02,Olympisch Stadion e.o.,KH,Stadionbuurt,K,Zuid,52.344489752244485,4.8549807699768,"SRID=28992;POLYGON ((118984.474 484062.669, 118921.423 484049.961, 118939.958 483958.248, 118888.433 483946.811, 118585.15 483881.824, 118557.6 483966.099, 118529.684 484076.98, 118522.679 484102.838, 118503.999 484148.382, 118496.315 484185.77, 118491.249 484222.419, 118493.63 484284.856, 118494.85 484294.044, 118499.007 484312.513, 118502.037 484321.963, 118511 484342.502, 118519.223 484357.889, 118530.912 484376.73, 118545.368 484395.701, 118559.549 484412.576, 118573.932 484427.647, 118586.076 484437.656, 118594.203 484443.211, 118611.31 484452.672, 118633.528 484461.039, 118911.241 484521.385, 118911.521 484470.669, 118916.999 484325.182, 118917.584 484272.331, 118941.624 484277.456, 118984.474 484062.669))"
K48e,BU03634804,IJsbaanpad e.o.,KH06,BU0363KH06,IJsbaanpad e.o.,KH,Stadionbuurt,K,Zuid,52.34057018465341,4.851751047643577,"SRID=28992;POLYGON ((118891.09 483934.537, 118890.649 483929.825, 118897.217 483893.078, 118898.916 483866.942, 118895.327 483831.692, 118889.025 483790.164, 118879.847 483714.395, 118876.912 483683.144, 118875.135 483648.303, 118876.593 483602.816, 118876.216 483594.608, 118873.156 483576.047, 118871.75 483574.01, 118728.13 483563.069, 118613.347 483556.691, 118616.13 483540.73, 118610.02 483540.2, 118603.99 483568.52, 118441.094 483549, 118286.45 483530.47, 118277.35 483527.6, 118266.36 483520.68, 118263.44 483516.61, 118260.792 483510.234, 118260.449 483504.203, 118181.172 483495.056, 118170.767 483645.555, 118169.937 483671.06, 118169.785 483696.577, 118170.832 483734.838, 118173.405 483773.027, 118176.174 483794.15, 118192.356 483847.665, 118214.64 483906.495, 118230.388 483945.121, 118267.416 484008.597, 118377.297 484025.152, 118398.373 484035.188, 118467.86 484061.248, 118529.684 484076.98, 118557.6 483966.099, 118585.15 483881.824, 118888.433 483946.811, 118891.09 483934.537))"
K48f,BU03634805,Van Tuyllbuurt,KH05,BU0363KH05,Van Tuyllbuurt,KH,Stadionbuurt,K,Zuid,52.344348432627896,4.862809301729265,"SRID=28992;POLYGON ((119564.223 484122.25, 119544.69 484116.182, 119400.555 484043.782, 119277.473 483983.077, 119264.833 483978.155, 119253.737 483975.315, 119243.474 483973.688, 119228.619 483973.089, 119050.815 483978.449, 119036.603 483978.211, 119016.365 483975.287, 118939.958 483958.248, 118921.423 484049.961, 118984.474 484062.669, 118941.624 484277.456, 119462.157 484388.415, 119558.868 484409.043, 119617.349 484133.771, 119564.223 484122.25))"
K49a,BU03634900,Diepenbrockbuurt,KJ06,BU0363KJ06,Diepenbrockbuurt,KJ,Apollobuurt,K,Zuid,52.34652861659604,4.882260055771419,"SRID=28992;POLYGON ((120828.433 484183.681, 120827.175 484169.325, 120759.19 484171.618, 120740.16 484173.409, 120711.08 484178.083, 120693.529 484182.336, 120682.858 484185.915, 120678.413 484166.407, 120655.826 484169.183, 120643.955 484173.363, 120637.824 484177.051, 120627.383 484184.411, 120610.486 484198.769, 120604.024 484206.29, 120598.23 484215.659, 120600.478 484217.766, 120602.003 484227.739, 120603.121 484229.505, 120613.391 484238.35, 120603.752 484250.451, 120591.21 484240.562, 120569.071 484242.469, 120566.552 484243.366, 120545.278 484270.497, 120544.591 484272.487, 120545.829 484286.643, 120547.753 484288.701, 120550.886 484288.809, 120551.568 484295.938, 120539.336 484311.598, 120534.009 484307.261, 120530.787 484311.314, 120523.901 484305.658, 120520.715 484309.409, 120515.702 484310.202, 120513.022 484312.298, 120511.626 484315.567, 120511.38 484321.127, 120509.841 484323.084, 120533.513 484342.183, 120529.039 484347.664, 120527.893 484347.911, 120527.768 484349.076, 120523.982 484354.171, 120449.677 484295.18, 120341.033 484206.943, 120328.482 484206.347, 120205.591 484200.506, 120204.665 484237.374, 120226.228 484453.925, 120415.201 484464.218, 120766.86 484746.051, 120868.184 484624.849, 120828.433 484183.681))"
K49b,BU03634901,Beethovenbuurt,KJ05,BU0363KJ05,Beethovenbuurt,KJ,Apollobuurt,K,Zuid,52.34903790394404,4.880252263600126,"SRID=28992;POLYGON ((120692.661 484836.657, 120766.86 484746.051, 120415.201 484464.218, 120226.228 484453.925, 120248.256 484675.098, 120250.187 484684.361, 120253.125 484693.356, 120258.036 484703.944, 120262.279 484710.712, 120342.212 484827.797, 120350.596 484843.066, 120355.499 484857.456, 120377.752 484930.964, 120692.661 484836.657))"
K49c,BU03634902,Hiltonbuurt,KJ01,BU0363KJ01,Hiltonbuurt,KJ,Apollobuurt,K,Zuid,52.35121339146366,4.872280243155925,"SRID=28992;POLYGON ((120377.752 484930.964, 120355.499 484857.456, 120262.385 484885.194, 120249.703 484886.67, 119540.765 484847.808, 119537.291 484863.983, 119526.318 484863.382, 119470.128 484856.723, 119461.587 484854.78, 119453.347 484851.811, 119440.55 484881.933, 119493.572 484904.227, 119788.187 485029.648, 119800.213 485032.682, 119820.289 485037.747, 119892.85 485048.262, 119966.172 485047.355, 120003.395 485042.691, 120271.717 484962.66, 120377.752 484930.964))"
K49d,BU03634903,Minervabuurt Noord,KJ02,BU0363KJ02,Minervabuurt-Noord,KJ,Apollobuurt,K,Zuid,52.3497625144191,4.872553986021375,"SRID=28992;POLYGON ((120350.596 484843.066, 120342.212 484827.797, 120262.279 484710.712, 120258.036 484703.944, 120253.125 484693.356, 119581.858 484656.505, 119540.765 484847.808, 120249.703 484886.67, 120262.385 484885.194, 120355.499 484857.456, 120350.596 484843.066))"
K49e,BU03634904,Minervabuurt Midden,KJ03,BU0363KJ03,Minervabuurt-Midden,KJ,Apollobuurt,K,Zuid,52.34781513985372,4.872403539819429,"SRID=28992;POLYGON ((120250.187 484684.361, 120248.256 484675.098, 120226.228 484453.925, 119632.526 484420.629, 119581.858 484656.505, 120253.125 484693.356, 120250.187 484684.361))"
K49f,BU03634905,Minervabuurt Zuid,KJ04,BU0363KJ04,Minervabuurt-Zuid,KJ,Apollobuurt,K,Zuid,52.34556692405323,4.87201566264897,"SRID=28992;POLYGON ((120204.665 484237.374, 120205.591 484200.506, 119835.753 484180.069, 119823.439 484178.227, 119617.349 484133.771, 119558.868 484409.043, 119606.834 484419.254, 119632.526 484420.629, 120226.228 484453.925, 120204.665 484237.374))"
K52a,BU03635200,Wielingenbuurt,KK01,BU0363KK01,Wielingenbuurt,KK,Scheldebuurt,K,Zuid,52.346366204242514,4.888496948203046,"SRID=28992;POLYGON ((121201.347 484513.288, 121164.755 484152.538, 120828.433 484183.681, 120868.184 484624.849, 121208.643 484595.22, 121201.347 484513.288))"
K52b,BU03635201,Scheldebuurt West,KK02,BU0363KK02,Scheldebuurt-West,KK,Scheldebuurt,K,Zuid,52.344217768997176,4.893747427964377,"SRID=28992;POLYGON ((121457.139 484314.933, 121457.975 484297.978, 121492.885 484141.338, 121497.174 484130.609, 121606.807 483942.043, 121632.088 483898.263, 121634.122 483893.152, 121634.983 483887.72, 121622.114 483744.931, 121572.993 483749.546, 121417.631 483761.768, 121271.761 483773.244, 121279.192 483868.406, 121281.068 483883.51, 121281.585 483899.984, 121280.774 483918.887, 121277.096 483934.926, 121273.706 483943.978, 121268.964 483952.936, 121184.877 484096.92, 121178.905 484108.343, 121171.183 484127.896, 121164.755 484152.538, 121201.347 484513.288, 121208.643 484595.22, 121479.798 484569.399, 121469.306 484450.013, 121457.139 484314.933))"
K52c,BU03635202,Scheldebuurt Midden,KK03,BU0363KK03,Scheldebuurt-Midden,KK,Scheldebuurt,K,Zuid,52.34474627332243,4.898070775048787,"SRID=28992;POLYGON ((121799.635 484388.694, 121788.637 484291.525, 121842.051 484203.521, 121870.397 484153.317, 121942.403 484029.729, 121939.46 483993.578, 121884.658 483997.951, 121869.498 483994.344, 121769.662 484002.384, 121755.174 484009.731, 121732.553 484011.538, 121606.807 483942.043, 121497.174 484130.609, 121492.885 484141.338, 121457.975 484297.978, 121457.139 484314.933, 121469.306 484450.013, 121801.037 484421.045, 121799.635 484388.694))"
K52d,BU03635203,Scheldebuurt Oost,KK04,BU0363KK04,Scheldebuurt-Oost,KK,Scheldebuurt,K,Zuid,52.344708531733154,4.903222577449861,"SRID=28992;POLYGON ((122244.944 483983.285, 122226.775 483981.275, 122194.589 483974.325, 122102.511 483980.568, 121939.46 483993.578, 121942.403 484029.729, 121870.397 484153.317, 121842.051 484203.521, 121788.637 484291.525, 121799.635 484388.694, 121801.037 484421.045, 121990.896 484404.509, 122069.23 484353.659, 122158.17 484373.348, 122244.944 483983.285))"
K53a,BU03635300,IJselbuurt West,KL01,BU0363KL01,IJselbuurt-West,KL,IJselbuurt,K,Zuid,52.34755200650875,4.9008121833827,"SRID=28992;POLYGON ((122158.17 484373.348, 122069.23 484353.659, 121990.896 484404.509, 121801.037 484421.045, 121469.306 484450.013, 121479.798 484569.399, 121545.455 484563.778, 121789.623 484617.492, 122089.169 484683.52, 122158.17 484373.348))"
K53b,BU03635301,Ijselbuurt Oost,KL02,BU0363KL02,IJselbuurt-Oost,KL,IJselbuurt,K,Zuid,52.348161254039695,4.908305662826015,"SRID=28992;POLYGON ((122636.213 484573.096, 122668.013 484486.302, 122158.17 484373.348, 122089.169 484683.52, 122167.276 484700.062, 122557.978 484786.63, 122636.213 484573.096))"
K54a,BU03635400,Kromme Mijdrechtbuurt,KM01,BU0363KM01,Kromme Mijdrechtbuurt,KM,Rijnbuurt,K,Zuid,52.34520654986638,4.909522303187438,"SRID=28992;POLYGON ((122705.759 484242.314, 122716.163 484192.57, 122743.809 484100.705, 122762.656 484062.24, 122666.759 484084.776, 122391.341 484151.899, 122368.79 484147.282, 122397.557 484017.475, 122244.944 483983.285, 122158.17 484373.348, 122668.013 484486.302, 122697.776 484310.154, 122699.747 484293.404, 122705.759 484242.314))"
K54b,BU03635401,Rijnbuurt Oost,KM04,BU0363KM04,Rijnbuurt-Oost,KM,Rijnbuurt,K,Zuid,52.341702793503565,4.910795684528859,"SRID=28992;POLYGON ((122811.019 483847.127, 122798.129 483818.194, 122776.99 483773.688, 122754.312 483733.63, 122723.795 483700.449, 122695.827 483673.6, 122656.794 483640.386, 122615.084 483616.364, 122600.311 483610.299, 122557.675 483593.942, 122526.336 483582.994, 122482.343 483564.82, 122437.845 483534.884, 122355.855 483653.48, 122346.717 483664.423, 122334.039 483681.642, 122319.164 483705.959, 122306.737 483731.612, 122296.875 483758.358, 122291.221 483778.979, 122244.944 483983.285, 122397.557 484017.475, 122368.79 484147.282, 122391.341 484151.899, 122666.759 484084.776, 122762.656 484062.24, 122811.499 483962.559, 122816.902 483939.154, 122819.653 483907.815, 122818.08 483876.113, 122811.019 483847.127))"
K54c,BU03635402,Rijnbuurt Midden,KM03,BU0363KM03,Rijnbuurt-Midden,KM,Rijnbuurt,K,Zuid,52.33949027074286,4.9046672952636365,"SRID=28992;POLYGON ((122291.221 483778.979, 122296.875 483758.358, 122306.737 483731.612, 122319.164 483705.959, 122334.039 483681.642, 122346.717 483664.423, 122355.855 483653.48, 122437.845 483534.884, 122427.145 483527.566, 122337.988 483473.957, 122323.278 483462.708, 122305.214 483445.618, 122300.13 483440.426, 122293.186 483429.743, 122288.175 483418.434, 122284.882 483407.154, 122264.217 483272.865, 122261.212 483245.622, 122256.851 483223.304, 122200.951 483238.1, 122173.966 483247.244, 122160.802 483252.7, 122135.259 483265.325, 122057.515 483309.027, 122042.64 483315.513, 122014.468 483325.47, 121984.16 483342.39, 121965.521 483350.036, 121945.948 483354.806, 121925.881 483356.595, 121910.692 483356.869, 121901.023 483359.756, 121892.247 483363.65, 121819.53 483409.472, 121736.807 483472.277, 121895.178 483458.787, 121917.145 483717.216, 121924.771 483819.128, 121939.46 483993.578, 122102.511 483980.568, 122194.589 483974.325, 122226.775 483981.275, 122244.944 483983.285, 122291.221 483778.979))"
K54d,BU03635403,Rijnbuurt West,KM02,BU0363KM02,Rijnbuurt-West,KM,Rijnbuurt,K,Zuid,52.34169213661085,4.899766096860667,"SRID=28992;POLYGON ((121924.771 483819.128, 121917.145 483717.216, 121622.114 483744.931, 121634.983 483887.72, 121634.122 483893.152, 121632.088 483898.263, 121606.807 483942.043, 121732.553 484011.538, 121755.174 484009.731, 121769.662 484002.384, 121869.498 483994.344, 121884.658 483997.951, 121939.46 483993.578, 121924.771 483819.128))"
K54e,BU03635404,Zorgvlied,KM05,BU0363KM05,Zorgvlied,KM,Rijnbuurt,K,Zuid,52.33523539563613,4.899878558119832,"SRID=28992;POLYGON ((122253.934 483212.41, 122245.237 483188.567, 122235.449 483168.475, 122225.9 483153.053, 122213.544 483130.05, 122186.826 483085.309, 122170.742 483060.018, 122150.481 483031.772, 122117.668 482989.114, 122101.925 482972.432, 122082.09 482958.553, 122060.426 482948.781, 122033.848 482943.218, 121985.939 482938.06, 121960.709 482936.61, 121941.395 482936.893, 121870.706 482945.324, 121832.638 482943.47, 121805.362 482938.705, 121779.889 482931.213, 121766.865 482926.141, 121755.396 482921.128, 121743.467 482913.924, 121731.595 482905.106, 121721.797 482895.54, 121712.231 482884.129, 121706.41 482874.35, 121615.95 482947.808, 121576.56 482902.028, 121571.63 482897.43, 121567.694 482896.723, 121545.03 482919.29, 121536.18 482936.035, 121533.01 482937.65, 121528.66 482941.95, 121460.959 482994.441, 121442.083 483006.081, 121423.898 483013.668, 121412.064 483016.707, 121403.556 483017.968, 121394.75 483018.42, 121373.024 483017.276, 121362.465 483015.037, 121352.867 483011.897, 121343.529 483007.415, 121323.636 482995.901, 121320.952 482995.502, 121318.632 482996.177, 121316.422 482998.144, 121292.665 483041.529, 121297.363 483063.114, 121298.154 483076.026, 121736.807 483472.277, 121819.53 483409.472, 121892.247 483363.65, 121901.023 483359.756, 121910.692 483356.869, 121925.881 483356.595, 121945.948 483354.806, 121965.521 483350.036, 121984.16 483342.39, 122014.468 483325.47, 122042.64 483315.513, 122057.515 483309.027, 122135.259 483265.325, 122160.802 483252.7, 122173.966 483247.244, 122200.951 483238.1, 122256.851 483223.304, 122253.934 483212.41))"
K59a,BU03635900,Prinses Irenebuurt,KN01,BU0363KN01,Prinses Irenebuurt,KN,Prinses Irenebuurt e.o.,K,Zuid,52.3429741164468,4.871930735858816,"SRID=28992;POLYGON ((120332.857 484131.615, 120312.002 484085.736, 120320.382 483885.292, 120240.501 483888.866, 120165.986 483888.023, 119411.293 483847.524, 119400.555 484043.782, 119544.69 484116.182, 119564.223 484122.25, 119617.349 484133.771, 119823.439 484178.227, 119835.753 484180.069, 120205.591 484200.506, 120328.482 484206.347, 120332.857 484131.615))"
K59b,BU03635901,Beatrixpark,KN02,BU0363KN02,Beatrixpark,KN,Prinses Irenebuurt e.o.,K,Zuid,52.34343593390341,4.8816659226900025,"SRID=28992;POLYGON ((120341.033 484206.943, 120449.677 484295.18, 120523.982 484354.171, 120527.768 484349.076, 120527.893 484347.911, 120529.039 484347.664, 120533.513 484342.183, 120509.841 484323.084, 120511.38 484321.127, 120511.626 484315.567, 120513.022 484312.298, 120515.702 484310.202, 120520.715 484309.409, 120523.901 484305.658, 120530.787 484311.314, 120534.009 484307.261, 120539.336 484311.598, 120551.568 484295.938, 120550.886 484288.809, 120547.753 484288.701, 120545.829 484286.643, 120544.591 484272.487, 120545.278 484270.497, 120566.552 484243.366, 120569.071 484242.469, 120591.21 484240.562, 120603.752 484250.451, 120613.391 484238.35, 120603.121 484229.505, 120602.003 484227.739, 120600.478 484217.766, 120598.23 484215.659, 120604.024 484206.29, 120610.486 484198.769, 120627.383 484184.411, 120637.824 484177.051, 120643.955 484173.363, 120655.826 484169.183, 120678.413 484166.407, 120682.858 484185.915, 120693.529 484182.336, 120711.08 484178.083, 120740.16 484173.409, 120759.19 484171.618, 120827.175 484169.325, 120803.505 483905.662, 120369.466 483883.096, 120320.382 483885.292, 120312.002 484085.736, 120332.857 484131.615, 120328.482 484206.347, 120341.033 484206.943))"
K90a,BU03639000,Gelderlandpleinbuurt,KQ04,BU0363KQ04,Gelderlandpleinbuurt,KQ,Buitenveldert-West,K,Zuid,52.33208581018551,4.874084662469125,"SRID=28992;POLYGON ((120389.422 482758.86, 120389.791 482504.191, 120335.227 482504.475, 120335.184 482498.781, 120238.958 482499.202, 120238.947 482489.116, 120151.678 482489.117, 120151.734 482480.473, 119666.019 482482.185, 119667.214 482811.586, 119668.431 483133.245, 120218.756 483130.863, 120301.15 483133.45, 120337.891 483139.189, 120372.474 483065.221, 120377.361 483051.716, 120385.152 483024.079, 120388.04 483010.011, 120391.241 482985.954, 120391.806 482974.57, 120391.206 482920.349, 120389.422 482758.86))"
K90c,BU03639002,Buitenveldert Midden Zuid,KQ06,BU0363KQ06,Buitenveldert-Zuid-Midden,KQ,Buitenveldert-West,K,Zuid,52.32574807001296,4.874000736014399,"SRID=28992;POLYGON ((120388.519 482374.19, 120395.74 481996.573, 120281.784 481993.757, 120290.959 481693.658, 120168.153 481690.973, 119930.847 481685.85, 119922.693 481685.674, 119906.997 481685.325, 119686.315 481680.423, 119686.01 481680.416, 119679.721 481680.277, 119665.993 482280.023, 119666.019 482482.185, 120151.734 482480.473, 120151.678 482489.117, 120238.947 482489.116, 120238.958 482499.202, 120335.184 482498.781, 120335.227 482504.475, 120389.791 482504.191, 120388.519 482374.19))"
