buurtcode_2022,buurt_cbs_2015,buurt_cbs_2022,district_type,buurt_name,wijk_name,stadsdeel_name,municipality_name,buurt_area_m2,population_total_2020,pop_age_0_15_2020,pop_age_15_25_2020,pop_age_25_45_2020,pop_age_45_65_2020,pop_age_65_plus_2020,avg_household_size_2020,woz_value_2020,pct_unoccupied_2020,pct_owner_occupied_2020,pct_rental_2020,n_high_education_2020,income_recipient_2020,income_inhabitant_2020,income_household_2020,pct_bottom40_2020,pct_top20_2020,pct_low_income_2020,pct_below_120pct_social_min_2020,urbanicity_2020,supermarkets_1km_2020,food_shops_1km_2020,cafes_1km_2020,cafeterias_1km_2020,restaurants_1km_2020,dist_primary_school_2020,dist_secondary_school_2020,dist_train_station_2020,dist_nearest_green_2020,nearest_green_name_2020,nearest_green_type_2020,nearest_green_area_m2_2020,total_green_area_m2_2020,green_coverage_pct_2020,num_green_spaces_2020,population_total_2024,pop_age_0_15_2024,pop_age_15_25_2024,pop_age_25_45_2024,pop_age_45_65_2024,pop_age_65_plus_2024,avg_household_size_2024,woz_value_2024,pct_unoccupied_2024,pct_owner_occupied_2024,pct_rental_2024,n_high_education_2024,income_recipient_2024,income_inhabitant_2024,income_household_2024,pct_bottom40_2024,pct_top20_2024,pct_low_income_2024,pct_below_120pct_social_min_2024,urbanicity_2024,supermarkets_1km_2024,food_shops_1km_2024,cafes_1km_2024,cafeterias_1km_2024,restaurants_1km_2024,dist_primary_school_2024,dist_secondary_school_2024,dist_train_station_2024,dist_nearest_green_2024,nearest_green_name_2024,nearest_green_type_2024,nearest_green_area_m2_2024,total_green_area_m2_2024,green_coverage_pct_2024,num_green_spaces_2024,population_change,woz_change,income_household_change,pct_bottom40_change,pct_top20_change,pct_low_income_change,green_coverage_change,dist_green_change,n_high_education_change,is_eligible,woz_growth_pct,income_growth_pct,education_growth_abs,upgrading_criteria_met,gentrified
FD04,BU03637601,BU0363FD04,Buurt 2,Dobbebuurt,Slotermeer-Noordoost,Nieuw-West,Amsterdam,315141.45,3075,565,450,1085,715,260,2.1,245.0,6.0,24.0,76.0,690.0,25.2,19.3,24.0,59.3,6.9,17.7,27.3,1.0,6.1,20.9,3.7,13.5,12.6,0.5,1.1,2.7,53.64,Unnamed,forest,909.13,111857.24,35.49,18.0,3035,575,380,1045,745,295,2.1,323.0,5.0,24.0,76.0,670.0,31.9,24.2,29.7,54.3,7.6,15.1,25.8,1.0,3.2,12.5,0.9,6.6,9.8,0.6,1.2,3.2,46.84,Unnamed,forest,1444.42,119039.78,37.77,23.0,-40,78.0,5.699999999999999,-5.0,0.6999999999999993,-2.6,2.280000000000001,-6.799999999999997,-20.0,1,0.3183673469387755,0.23749999999999996,-20.0,1,0
FE03,BU03637701,BU0363FE03,Noordoever Sloterplas,Noordoever Sloterplas,Slotermeer-Zuidoost,Nieuw-West,Amsterdam,475794.87,3340,560,465,1160,795,360,1.9,310.0,5.0,37.0,62.0,1000.0,34.5,27.3,29.1,49.1,15.8,11.1,18.1,1.0,2.6,8.0,2.3,4.6,5.7,0.8,0.6,2.5,28.61,Unnamed,forest,236.8,153163.21,32.19,13.0,3395,520,500,1200,775,395,1.9,422.0,5.0,40.0,60.0,1150.0,39.9,32.3,30.5,49.8,16.8,9.4,17.9,1.0,1.3,4.5,0.5,4.4,4.2,0.9,0.5,3.2,32.31,Unnamed,wood,481.03,156863.87,32.97,11.0,55,112.0,1.3999999999999986,0.6999999999999957,1.0,-1.6999999999999993,0.7800000000000011,3.700000000000003,150.0,1,0.36129032258064514,0.04810996563573878,150.0,2,1
FC01,BU03637702,BU0363FC01,Buurt 4 Oost,Jan de Louterbuurt,Slotermeer-West,Nieuw-West,Amsterdam,359193.09,3610,610,505,1215,815,465,2.0,272.0,4.0,36.0,64.0,670.0,27.6,21.7,25.6,54.7,10.3,13.0,21.6,1.0,6.6,16.9,3.6,12.4,13.0,0.3,0.6,2.2,98.15,Unnamed,forest,738.13,7431.61,2.07,5.0,3385,515,460,1155,815,450,1.9,357.0,9.0,35.0,65.0,700.0,32.2,25.4,28.1,58.1,10.0,13.1,22.0,1.0,4.9,12.7,2.8,6.4,12.3,0.3,0.9,2.6,96.46,Unnamed,forest,889.78,35007.35,9.75,18.0,-225,85.0,2.5,3.3999999999999986,-0.3000000000000007,0.0999999999999996,7.68,-1.690000000000012,30.0,1,0.3125,0.09765625,30.0,1,0
FC02,BU03637703,BU0363FC02,Buurt 5 Noord,Lodewijk van Deysselbuurt,Slotermeer-West,Nieuw-West,Amsterdam,231473.32,3680,805,555,1160,835,325,2.5,221.0,4.0,7.0,93.0,350.0,22.1,16.2,21.9,61.0,7.1,21.8,33.8,1.0,6.8,21.5,4.8,10.4,12.8,0.4,0.5,2.8,218.74,Unnamed,forest,1011.86,2502.5,1.08,4.0,3420,620,525,1100,820,360,2.3,290.0,3.0,7.0,93.0,380.0,26.5,19.9,28.1,61.2,7.9,17.7,31.5,1.0,6.3,18.5,3.4,7.0,9.9,0.4,0.4,3.2,154.88,Unnamed,forest,309.27,3482.39,1.5,6.0,-260,69.0,6.200000000000003,0.2000000000000028,0.8000000000000007,-4.100000000000001,0.4199999999999999,-63.860000000000014,30.0,1,0.31221719457013575,0.2831050228310504,30.0,1,0
FC03,BU03637705,BU0363FC03,Buurt 5 Zuid,Confuciusbuurt,Slotermeer-West,Nieuw-West,Amsterdam,320580.58,3905,850,530,1270,820,430,2.2,248.0,4.0,16.0,84.0,780.0,25.3,18.6,23.6,60.1,9.4,18.7,30.2,1.0,4.0,16.1,3.6,6.3,9.5,0.6,1.0,3.2,261.02,Unnamed,forest,3136.43,1625.19,0.51,4.0,3985,780,670,1245,860,435,2.1,321.0,5.0,14.0,86.0,610.0,30.0,22.9,28.1,61.0,9.6,14.7,29.3,1.0,3.0,11.4,2.5,4.3,5.5,0.6,0.9,3.6,261.02,Unnamed,forest,3136.43,1811.42,0.57,4.0,80,73.0,4.5,0.8999999999999986,0.1999999999999993,-4.0,0.0599999999999999,0.0,-170.0,1,0.29435483870967744,0.1906779661016949,-170.0,1,0
FB05,BU03637801,BU0363FB05,Buurt 7,Van Tijenbuurt,Geuzenveld,Nieuw-West,Amsterdam,297779.62,2825,705,360,870,535,360,2.6,349.0,3.0,46.0,54.0,460.0,29.7,21.2,27.7,44.7,19.5,8.7,17.4,1.0,4.8,11.8,2.4,2.9,1.4,0.2,1.9,4.0,91.53,Unnamed,forest,305.61,968.42,0.33,3.0,2955,655,490,855,595,360,2.5,465.0,3.0,46.0,54.0,430.0,32.1,24.3,30.7,44.7,19.6,8.0,16.6,1.0,5.0,7.2,2.5,1.8,2.0,0.3,2.0,4.4,223.07,Unnamed,forest,541.04,4057.75,1.36,7.0,130,116.0,3.0,0.0,0.1000000000000014,-0.6999999999999993,1.03,131.54,-30.0,1,0.332378223495702,0.10830324909747292,-30.0,1,0
FB03,BU03637803,BU0363FB03,Buurt 9,Ruys de Beerenbrouckbuurt,Geuzenveld,Nieuw-West,Amsterdam,434931.37,6090,1355,820,1925,1350,635,2.3,302.0,3.0,20.0,80.0,810.0,26.6,19.3,24.3,55.8,11.6,15.8,26.8,1.0,3.7,8.3,2.5,3.6,2.3,0.3,1.7,3.1,265.78,Unnamed,park,14432.93,17949.23,4.13,5.0,6130,1325,835,1875,1370,725,2.4,389.0,3.0,20.0,80.0,830.0,30.8,22.3,30.7,54.0,12.4,12.7,26.2,1.0,3.9,6.9,2.2,2.4,3.2,0.4,1.8,3.5,156.65,Unnamed,forest,162.09,14423.25,3.32,4.0,40,87.0,6.399999999999999,-1.7999999999999972,0.8000000000000007,-3.1000000000000014,-0.81,-109.12999999999997,20.0,1,0.28807947019867547,0.26337448559670773,20.0,1,0
FB04,BU03637804,BU0363FB04,Eendrachtspark,Eendrachtspark,Geuzenveld,Nieuw-West,Amsterdam,140147.23,310,40,30,130,95,20,1.7,225.0,5.0,48.0,52.0,120.0,30.0,24.6,25.6,54.2,8.9,25.5,28.1,2.0,2.4,5.3,2.3,1.7,2.1,0.6,1.3,2.5,20.4,Unnamed,forest,741.72,92762.27,66.19,14.0,300,35,35,120,85,20,1.7,324.0,4.0,50.0,50.0,184.5304216097464,32.1,23.7,30.7,58.1,8.1,26.3,35.0,2.0,2.3,5.1,1.1,1.4,2.4,0.7,1.5,2.9,29.21,Unnamed,forest,1271.4,90938.6,64.89,13.0,-10,99.0,5.099999999999998,3.899999999999999,-0.8000000000000007,0.8000000000000007,-1.2999999999999972,8.810000000000002,64.53042160974641,1,0.44,0.19921874999999992,64.53042160974641,1,0
FB01,BU03637900,BU0363FB01,Osdorper Binnenpolder,Osdorper Binnenpolder,Geuzenveld,Nieuw-West,Amsterdam,2100546.9,30,5,5,5,10,5,2.3,797.8222286671073,31.51699555391261,29.79803017851805,70.20196982148195,28.764171922905184,32.8,25.7,31.0,35.9,20.3,5.8,10.9,4.0,0.1,0.2,0.7,0.9,0.2,1.1,4.0,3.2,42.8,Unnamed,forest,375.19,509812.51,24.27,91.0,25,0,5,5,10,10,1.6,798.4356406942235,32.686907165029986,34.14566632784823,65.85433367215178,29.327271766687904,32.1,23.7,30.7,49.9,13.4,11.8,23.4,4.0,0.0,0.0,0.0,0.6,0.1,1.8,3.6,3.4,42.5,Unnamed,forest,333.1,542070.97,25.81,152.0,-5,0.6134120271161692,-0.3000000000000007,14.0,-6.9,6.000000000000001,1.5399999999999991,-0.2999999999999971,0.5630998437827195,0,0.0007688580301165265,-0.009677419354838733,0.5630998437827195,0,0
FB02,BU03637901,BU0363FB02,Buurt 10,De Eendracht,Geuzenveld,Nieuw-West,Amsterdam,320959.75,2420,430,265,645,685,390,2.4,363.0,2.0,51.0,49.0,513.016809431635,32.8,25.7,31.0,35.7,20.3,5.9,11.0,2.0,2.5,4.2,1.4,2.2,0.5,0.8,2.4,3.9,234.11,Unnamed,forest,1485.98,16084.6,5.01,15.0,2445,465,250,640,605,480,2.4,476.0,1.0,52.0,48.0,500.0,32.1,23.7,30.7,37.8,20.3,4.9,9.6,2.0,2.4,3.5,0.6,1.5,1.8,0.9,2.3,4.0,215.04,Unnamed,forest,414.99,16724.17,5.21,19.0,25,113.0,-0.3000000000000007,2.0999999999999943,0.0,-1.0,0.2000000000000001,-19.07000000000002,-13.01680943163501,1,0.31129476584022037,-0.009677419354838733,-13.01680943163501,1,0
FF02,BU03638000,BU0363FF02,Ookmeer,Ookmeer,Lutkemeer/Ookmeer,Nieuw-West,Amsterdam,725417.45,335,55,50,175,50,5,3.0,753.7375610783585,4.712696002340059,66.30324575653869,33.696754243461314,132.98734233090647,36.6,29.9,36.4,39.1,27.5,8.9,15.3,1.0,1.9,6.8,1.0,1.0,1.0,0.4,2.2,3.7,54.91,Unnamed,forest,6925.02,86646.12,11.94,38.0,440,45,55,255,70,10,3.0,486.00160698630526,5.118860468501567,49.11786545800062,50.882134541999385,268.35253557510487,46.69420003742261,40.11378144666949,36.43428257685695,43.9,25.1,9.5,17.4,1.0,3.0,3.9,2.0,1.0,0.0,0.8,2.2,4.7,56.92,Unnamed,forest,6580.76,81427.18,11.22,37.0,105,-267.7359540920532,0.0342825768569525,4.799999999999997,-2.3999999999999986,0.5999999999999996,-0.7199999999999989,2.010000000000005,135.3651932441984,0,-0.35521110784104787,0.0009418290345316641,135.3651932441984,1,0
FF01,BU03638001,BU0363FF01,Osdorper Bovenpolder,Osdorper Bovenpolder,Lutkemeer/Ookmeer,Nieuw-West,Amsterdam,2602969.78,810,115,95,180,260,160,2.2,580.0,9.0,68.0,32.0,170.0,36.4,29.5,37.0,37.8,28.0,8.4,15.3,3.0,0.3,1.5,0.3,1.2,0.9,1.2,3.1,3.9,67.16,Unnamed,forest,147.46,20219.49,0.78,6.0,745,95,85,165,225,170,2.1,767.0,10.0,70.0,30.0,160.0,63.40246113510328,52.86947239701667,45.87988236858334,42.7,26.2,7.9,17.2,3.0,0.2,0.9,0.3,1.2,1.1,1.3,3.1,3.3,55.78,Unnamed,forest,158.08,15864.29,0.61,26.0,-65,187.0,8.879882368583338,4.900000000000006,-1.8000000000000007,-0.5,-0.17,-11.379999999999995,-10.0,0,0.32241379310344825,0.23999682077252266,-10.0,1,0
FF03,BU03638002,BU0363FF03,Bedrijvenpark Lutkemeer,Bedrijvenpark Lutkemeer,Lutkemeer/Ookmeer,Nieuw-West,Amsterdam,2359012.18,70,10,20,5,25,10,1.8,811.0,8.0,67.0,33.0,32.59550327184581,36.6,29.9,36.4,39.1,27.5,8.9,15.3,4.0,0.1,0.2,0.2,1.2,0.3,2.0,2.9,5.4,323.79,Unnamed,forest,54814.57,177306.29,7.52,60.0,70,5,15,15,30,5,1.8,1049.0,9.0,74.0,26.0,33.99738482340838,50.46888932782052,42.541361305593504,38.67071128387655,43.9,25.1,9.5,17.4,3.0,0.1,0.3,0.1,1.2,0.5,2.1,3.0,5.0,55.62,Unnamed,forest,671.23,213401.12,9.05,113.0,0,238.0,2.270711283876551,4.799999999999997,-2.3999999999999986,0.5999999999999996,1.5300000000000011,-268.17,1.4018815515625749,0,0.2934648581997534,0.06238217812847668,1.4018815515625747,1,0
FK01,BU03638100,BU0363FK01,Wildeman,Wildeman,Osdorp-Oost,Nieuw-West,Amsterdam,330009.63,4990,910,575,1415,1110,980,1.9,222.0,4.0,11.0,89.0,550.0,23.0,17.8,21.8,70.8,4.3,20.8,36.5,1.0,3.9,24.6,2.7,10.1,13.3,0.4,1.6,3.0,305.1,Unnamed,forest,6029.87,6029.87,1.83,1.0,4910,875,610,1375,1145,905,1.9,277.0,4.0,10.0,90.0,660.0,26.9,20.8,31.1,69.2,5.0,16.7,36.2,1.0,3.4,18.6,2.1,11.2,7.1,0.6,1.8,4.3,305.1,Unnamed,forest,6029.87,6029.87,1.83,1.0,-80,55.0,9.3,-1.5999999999999943,0.7000000000000002,-4.100000000000001,0.0,0.0,110.0,1,0.24774774774774774,0.42660550458715596,110.0,2,1
FK02,BU03638101,BU0363FK02,Meer en Oever,Meer en Oever,Osdorp-Oost,Nieuw-West,Amsterdam,233514.9,3155,455,300,1060,760,585,1.9,353.0,5.0,44.0,56.0,1070.0,37.7,30.4,32.1,43.4,17.7,7.9,14.0,1.0,2.5,17.9,2.8,7.4,11.2,0.8,1.7,2.8,164.68,Unnamed,forest,1638.33,9479.81,4.06,6.0,3220,435,350,1080,745,605,1.9,440.0,4.0,45.0,55.0,1180.0,42.8,34.8,31.1,40.6,16.4,7.1,14.8,1.0,2.4,15.4,2.1,8.1,4.8,1.0,1.6,4.1,60.22,Unnamed,forest,14.35,23048.84,9.87,48.0,65,87.0,-1.0,-2.799999999999997,-1.3000000000000007,-0.8000000000000007,5.81,-104.46,110.0,0,0.24645892351274787,-0.03115264797507788,110.0,1,0
FK03,BU03638102,BU0363FK03,Osdorpplein e.o.,Osdorpplein e.o.,Osdorp-Oost,Nieuw-West,Amsterdam,412389.68,3275,685,440,1075,640,430,2.2,298.0,4.0,29.0,71.0,1110.0,29.9,22.2,27.2,50.0,13.1,12.7,21.9,1.0,7.1,35.1,3.0,22.3,20.8,0.6,0.9,2.4,186.75,Unnamed,forest,794.84,75646.75,18.34,6.0,4780,790,725,2010,785,470,1.9,356.0,4.0,21.0,79.0,1170.0,37.5,29.8,31.1,50.0,11.1,7.7,15.9,1.0,5.7,26.0,2.3,18.7,17.4,0.7,1.0,3.7,143.74,Unnamed,forest,14.7,77984.08,18.91,8.0,1505,58.0,3.900000000000002,0.0,-2.0,-4.999999999999999,0.5700000000000003,-43.00999999999999,60.0,1,0.19463087248322147,0.14338235294117654,60.0,0,0
FK04,BU03638103,BU0363FK04,Calandlaan/Lelylaan,Calandlaan/Lelylaan,Osdorp-Oost,Nieuw-West,Amsterdam,275414.22,1245,180,105,330,390,245,1.8,278.0,2.0,25.0,75.0,230.0,30.4,25.0,26.2,61.6,11.2,16.9,27.8,1.0,4.7,19.5,2.2,17.1,15.4,0.4,0.5,2.3,51.24,Dwaze Moedersplein,park,6126.08,93739.12,34.04,19.0,1250,185,110,330,370,250,1.8,352.0,2.0,25.0,75.0,200.0,34.6,27.8,31.1,61.8,9.8,15.6,27.3,1.0,4.3,13.2,2.2,7.6,18.8,0.3,0.6,3.5,53.71,Dwaze Moeders plein,park,4723.11,106953.35,38.83,33.0,5,74.0,4.900000000000002,0.1999999999999957,-1.3999999999999986,-1.299999999999999,4.789999999999999,2.469999999999999,-30.0,1,0.26618705035971224,0.18702290076335887,-30.0,1,0
FK05,BU03638104,BU0363FK05,Osdorp Zuidoost,Osdorp-Zuidoost,Osdorp-Oost,Nieuw-West,Amsterdam,519322.22,4010,490,655,1120,850,895,1.7,294.0,4.0,35.0,65.0,1040.0,29.7,24.9,25.6,60.6,11.3,10.8,22.5,1.0,2.0,7.0,2.3,9.6,8.6,0.4,0.5,1.9,264.48,Unnamed,forest,294.28,109354.12,21.06,25.0,4165,545,785,1200,780,855,1.7,386.0,3.0,34.0,66.0,1250.0,33.9,28.5,31.1,61.8,11.7,9.0,21.6,1.0,1.3,3.3,2.5,3.5,12.0,0.5,0.5,3.0,133.47,Unnamed,forest,669.95,114212.15,21.99,32.0,155,92.0,5.5,1.1999999999999955,0.3999999999999986,-1.8000000000000007,0.9299999999999996,-131.01000000000002,210.0,1,0.3129251700680272,0.21484375,210.0,2,1
FJ01,BU03638200,BU0363FJ01,Osdorp Midden Noord,Reimerswaal,Osdorp-Midden,Nieuw-West,Amsterdam,215532.68,2825,545,395,735,610,540,2.2,215.0,14.0,8.0,92.0,270.0,23.5,17.6,22.8,63.8,7.4,18.9,31.1,1.0,3.2,18.8,2.3,9.7,8.4,0.2,1.7,3.6,195.5,Unnamed,forest,7977.36,8862.65,4.11,3.0,2755,495,360,725,625,555,2.2,328.0,5.0,8.0,92.0,260.0,34.6,21.0,31.4,62.9,7.7,16.4,34.3,1.0,2.7,13.3,2.5,9.6,6.5,0.2,1.8,4.9,195.5,Unnamed,forest,7977.36,20820.54,9.66,2.0,-70,113.0,8.599999999999998,-0.8999999999999986,0.2999999999999998,-2.5,5.55,0.0,-10.0,1,0.5255813953488372,0.37719298245614025,-10.0,2,1
FJ02,BU03638201,BU0363FJ02,Osdorp Midden Zuid,Botteskerkbuurt,Osdorp-Midden,Nieuw-West,Amsterdam,258389.2,3485,880,365,1195,655,380,2.3,281.0,3.0,22.0,78.0,480.0,28.8,20.4,25.5,55.7,10.6,16.5,30.3,1.0,6.9,30.0,3.2,18.4,13.9,0.4,1.4,3.2,105.37,Unnamed,forest,732.07,55074.76,21.31,8.0,3395,715,490,1060,745,380,2.2,339.0,3.0,20.0,80.0,460.0,34.6,24.1,31.4,56.5,11.6,14.2,27.3,1.0,6.1,26.0,2.3,16.1,14.8,0.4,1.5,4.6,105.37,Unnamed,forest,732.07,54796.39,21.21,7.0,-90,58.0,5.899999999999999,0.7999999999999972,1.0,-2.3000000000000007,-0.0999999999999978,0.0,-20.0,1,0.20640569395017794,0.2313725490196078,-20.0,0,0
FJ03,BU03638202,BU0363FJ03,Zuidwestkwadrant Osdorp Noord,Zuidwestkwadrant-Noord,Osdorp-Midden,Nieuw-West,Amsterdam,240736.46,3190,630,475,1045,620,425,2.2,307.0,5.0,25.0,75.0,580.0,26.5,20.0,24.4,55.7,10.8,13.9,26.5,1.0,7.3,28.7,2.4,18.9,17.0,0.3,1.0,3.1,267.49,Stadspark Osdorp,park,58304.83,53025.43,22.03,4.0,3130,540,475,1030,630,450,2.1,378.0,5.0,23.0,77.0,790.0,34.6,24.7,31.4,56.2,12.0,11.9,26.0,1.0,6.5,24.6,1.1,10.7,17.5,0.3,1.1,4.3,25.87,Unnamed,forest,730.21,53761.29,22.33,8.0,-60,71.0,7.0,0.5,1.1999999999999993,-2.0,0.2999999999999971,-241.62,210.0,1,0.23127035830618892,0.2868852459016394,210.0,1,0
FJ04,BU03638203,BU0363FJ04,Zuidwestkwadrant Osdorp Zuid,Zuidwestkwadrant-Zuid,Osdorp-Midden,Nieuw-West,Amsterdam,402278.11,6210,1180,880,2205,1495,460,2.2,336.0,4.0,42.0,58.0,1440.0,33.4,25.7,29.1,44.7,18.2,10.5,16.7,1.0,4.1,14.9,0.7,9.2,11.6,0.4,0.4,2.9,231.85,Jan van Zutphenplantsoen,park,36052.71,73102.5,18.17,11.0,6200,1005,975,2215,1480,520,2.0,414.0,3.0,41.0,59.0,1720.0,39.4,30.9,34.6,45.1,17.5,9.2,16.0,1.0,3.5,11.4,0.5,3.8,10.9,0.5,0.7,4.0,231.64,Jan van Zutphenplantsoen,park,35932.56,72748.36,18.08,11.0,-10,78.0,5.5,0.3999999999999986,-0.6999999999999993,-1.3000000000000007,-0.0900000000000034,-0.2100000000000079,280.0,1,0.23214285714285715,0.18900343642611683,280.0,1,0
FH02,BU03638300,BU0363FH02,De Punt,Dijkgraafpleinbuurt,De Punt,Nieuw-West,Amsterdam,481656.71,6105,1140,875,2040,1260,795,2.1,252.0,4.0,32.0,68.0,1030.0,27.6,21.2,25.4,52.5,10.2,10.9,19.4,1.0,2.8,8.9,2.1,11.2,6.3,0.3,1.5,3.8,201.22,Unnamed,forest,3064.08,27204.69,5.65,17.0,6185,1085,980,1975,1320,820,2.1,323.0,6.0,34.0,66.0,1160.0,31.9,25.1,30.2,54.4,10.8,10.2,20.9,1.0,2.6,10.2,1.8,10.1,9.9,0.4,1.5,5.2,204.65,Unnamed,forest,2431.84,25145.16,5.22,18.0,80,71.0,4.800000000000001,1.8999999999999984,0.6000000000000014,-0.7000000000000011,-0.4300000000000006,3.430000000000007,130.0,1,0.28174603174603174,0.18897637795275593,130.0,2,1
FH01,BU03638301,BU0363FH01,Bedrijvencentrum Osdorp,Bedrijvencentrum Osdorp,De Punt,Nieuw-West,Amsterdam,117974.57,120,0,0,35,75,5,1.0,302.3925098538702,9.0,2.0,98.0,80.92988421351133,27.6,21.2,25.4,52.6,10.2,10.9,19.4,1.0,1.0,2.0,2.0,7.0,3.0,0.6,2.0,4.3,141.4,Unnamed,forest,3535.19,13376.95,11.34,2.0,125,5,0,45,65,20,1.4,285.6608151057474,14.0,2.0,98.0,78.13789997538078,31.9,25.2,30.2,54.3,10.8,10.2,20.9,1.0,1.0,3.0,1.0,8.0,5.1,0.6,2.0,4.9,141.4,Unnamed,forest,3535.19,24355.58,20.64,3.0,5,-16.731694748122777,4.800000000000001,1.6999999999999955,0.6000000000000014,-0.7000000000000011,9.3,0.0,-2.791984238130553,1,-0.05533104889472392,0.18897637795275593,-2.791984238130553,0,0
FG01,BU03638400,BU0363FG01,Middelveldsche Akerpolder,Middelveldsche Akerpolder,De Aker,Nieuw-West,Amsterdam,352007.88,3970,800,390,1120,995,665,2.3,355.0,1.0,23.0,77.0,680.0,32.4,24.7,28.9,44.6,17.2,7.7,13.7,1.0,1.5,4.9,1.9,5.2,2.6,0.6,1.6,4.2,181.79,Unnamed,forest,1539.62,5839.39,1.66,3.0,4045,880,440,1135,880,705,2.3,457.0,2.0,23.0,77.0,730.0,37.7,28.2,39.9,43.2,16.9,7.8,14.3,1.0,0.5,2.8,0.1,2.5,0.7,0.9,1.8,5.6,181.79,Unnamed,forest,1539.62,5850.08,1.66,4.0,75,102.0,11.0,-1.3999999999999986,-0.3000000000000007,0.0999999999999996,0.0,0.0,50.0,1,0.28732394366197184,0.3806228373702422,50.0,2,1
FG02,BU03638401,BU0363FG02,De Aker West,De Aker-West,De Aker,Nieuw-West,Amsterdam,574252.5,4570,705,670,1060,1545,595,2.4,403.0,2.0,66.0,34.0,1290.0,38.9,31.2,35.2,32.5,31.2,6.0,10.7,1.0,0.6,2.8,0.3,1.2,0.7,1.0,1.7,4.4,344.1,Iseoplantsoen,park,8485.7,9926.55,1.73,2.0,4500,705,630,1135,1390,655,2.3,520.0,2.0,64.0,36.0,1430.0,43.3,34.9,39.9,35.2,30.1,6.7,12.6,1.0,0.3,2.5,0.0,1.0,0.0,1.1,1.8,5.5,255.59,Unnamed,forest,72.54,10347.17,1.8,10.0,-70,117.0,4.699999999999996,2.700000000000003,-1.099999999999998,0.7000000000000002,0.07,-88.51000000000002,140.0,0,0.2903225806451613,0.13352272727272715,140.0,2,0
FG03,BU03638402,BU0363FG03,De Aker Oost,De Aker-Oost,De Aker,Nieuw-West,Amsterdam,718524.28,5925,985,1030,1295,2015,605,2.6,458.0,2.0,71.0,29.0,1570.0,39.1,30.9,37.5,28.7,35.8,5.6,9.0,1.0,1.4,7.1,0.1,2.5,3.7,0.4,0.9,3.7,219.46,Forintplantsoen,park,8606.72,14229.0,1.98,4.0,5835,900,1010,1365,1840,720,2.5,574.0,4.0,67.0,33.0,1560.0,45.7,36.7,39.9,31.0,34.9,4.9,10.0,1.0,1.0,5.1,0.2,2.0,1.3,0.4,1.0,4.8,219.46,Forintplantsoen,park,8606.72,17999.87,2.51,20.0,-90,116.0,2.3999999999999986,2.3000000000000007,-0.8999999999999986,-0.6999999999999993,0.5299999999999998,0.0,-10.0,0,0.25327510917030566,0.06399999999999996,-10.0,0,0
FL01,BU03638500,BU0363FL01,Oostoever Sloterplas,Oostoever Sloterplas,Slotervaart-Noord,Nieuw-West,Amsterdam,647623.9,2510,345,295,515,780,570,2.1,438.0,1.0,64.0,36.0,810.0,39.2,32.3,34.5,40.7,28.1,5.6,14.5,1.0,2.5,9.0,2.7,6.0,8.6,0.8,0.8,1.6,58.38,Unnamed,forest,4731.41,204465.87,31.57,19.0,2430,295,300,500,715,625,2.0,543.0,2.0,63.0,36.0,830.0,37.2,28.8,33.4,39.3,27.3,4.8,15.1,1.0,2.0,6.7,2.7,7.4,6.8,0.9,0.8,2.1,22.46,Unnamed,forest,14241.26,220797.49,34.09,23.0,-80,105.0,-1.1000000000000014,-1.4000000000000057,-0.8000000000000007,-0.7999999999999998,2.520000000000003,-35.92,20.0,0,0.23972602739726026,-0.03188405797101453,20.0,0,0
FL02,BU03638501,BU0363FL02,Emanuel van Meterenbuurt,Emanuel van Meterenbuurt,Slotervaart-Noord,Nieuw-West,Amsterdam,584747.18,2275,435,250,640,535,400,2.0,356.0,3.0,37.0,63.0,750.0,33.8,25.3,29.0,50.8,15.3,13.8,21.3,1.0,3.0,17.0,2.9,9.4,14.2,0.3,0.4,0.9,45.8,Unnamed,forest,1498.53,264590.56,45.25,28.0,2335,455,285,630,545,415,2.1,440.0,4.0,37.0,63.0,820.0,37.2,28.8,33.4,51.4,17.3,11.3,19.4,1.0,3.2,15.1,3.5,7.5,19.0,0.4,0.4,1.8,159.12,Unnamed,forest,16538.84,289932.86,49.58,31.0,60,84.0,4.399999999999999,0.6000000000000014,2.0,-2.5,4.329999999999998,113.32,70.0,1,0.23595505617977527,0.15172413793103443,70.0,0,0
FL03,BU03638502,BU0363FL03,Jacob Geelbuurt,Jacob Geelbuurt,Slotervaart-Noord,Nieuw-West,Amsterdam,321330.39,3360,715,490,1140,720,295,2.1,274.0,5.0,6.0,94.0,720.0,24.2,17.8,22.5,63.4,4.8,19.9,31.2,1.0,4.3,19.3,3.9,11.8,16.0,0.3,0.6,1.0,320.08,Unnamed,forest,5672.4,9156.45,2.85,3.0,3025,625,440,995,685,285,2.1,331.0,11.0,6.0,94.0,400.0,37.2,20.9,33.4,62.7,5.6,14.3,27.1,1.0,4.0,16.1,3.8,11.0,18.9,0.3,0.6,1.5,292.16,Unnamed,forest,2904.0,11650.38,3.63,6.0,-335,57.0,10.9,-0.6999999999999957,0.7999999999999998,-5.599999999999998,0.7799999999999998,-27.91999999999996,-320.0,1,0.20802919708029197,0.4844444444444444,-320.0,1,0
